Country,League,Season,Date,Time,Home,Away,HG,AG,Res,PSCH,PSCD,PSCA,MaxCH,MaxCD,MaxCA,AvgCH,AvgCD,AvgCA,BFECH,BFECD,BFECA
Sweden,Allsvenskan,2024,14/07/2024,15:30,Hacken,Elfsborg,3,5,A,1.99,3.95,3.57,2,4.1,3.69,1.91,3.92,3.53,2.02,4.1,3.75
Sweden,Allsvenskan,2024,14/07/2024,15:30,Kalmar,Brommapojkarna,0,1,A,2.58,3.65,2.69,2.6,3.75,2.73,2.53,3.57,2.6,2.62,3.85,2.78
Sweden,Allsvenskan,2024,14/07/2024,15:30,Vasteras SK,Norrkoping,2,1,H,1.68,4.22,4.88,1.73,4.3,4.9,1.66,4.12,4.62,1.72,4.3,5.1
Sweden,Allsvenskan,2024,15/07/2024,18:00,Halmstad,AIK,1,2,A,3.95,4,1.88,3.95,4,1.93,3.8,3.85,1.86,4.2,4.1,1.91
Sweden,Allsvenskan,2024,15/07/2024,18:00,Hammarby,Goteborg,0,1,A,2.06,3.83,3.49,2.07,3.9,3.63,1.99,3.73,3.46,2.12,3.9,3.6
Sweden,Allsvenskan,2024,19/07/2024,18:00,Sirius,Malmo FF,3,4,A,6.05,4.78,1.51,6.05,4.78,1.56,5.76,4.63,1.49,6.6,4.9,1.54
Sweden,Allsvenskan,2024,20/07/2024,14:00,Kalmar,Djurgarden,2,1,H,4.27,3.79,1.86,4.5,3.82,1.9,4.19,3.69,1.82,4.5,3.9,1.9
Sweden,Allsvenskan,2024,20/07/2024,14:00,Varnamo,Hacken,2,2,D,2.83,3.89,2.37,3,3.9,2.39,2.82,3.76,2.28,2.92,3.95,2.44
Sweden,Allsvenskan,2024,20/07/2024,16:30,Brommapojkarna,Hammarby,0,2,A,2.16,3.88,3.2,2.22,3.98,3.2,2.12,3.79,3.08,2.22,4,3.3
Sweden,Allsvenskan,2024,21/07/2024,13:00,Norrkoping,Halmstad,1,0,H,1.87,3.94,4.04,1.92,4,4.04,1.86,3.84,3.84,1.93,4,4.2
Sweden,Allsvenskan,2024,21/07/2024,15:30,Elfsborg,Mjallby,3,1,H,1.83,3.79,4.47,1.98,3.9,4.47,1.83,3.74,4.07,1.87,3.9,4.7
Sweden,Allsvenskan,2024,21/07/2024,15:30,Goteborg,Vasteras SK,1,1,D,2.04,3.78,3.59,2.21,3.8,3.66,2.04,3.64,3.39,2.04,3.9,3.8
Sweden,Allsvenskan,2024,22/07/2024,18:00,GAIS,AIK,2,0,H,2.77,3.69,2.49,2.78,3.69,2.49,2.7,3.56,2.44,2.84,3.7,2.6
Sweden,Allsvenskan,2024,27/07/2024,14:00,Norrkoping,Kalmar,2,0,H,2.38,3.69,2.93,2.42,3.7,2.95,2.33,3.55,2.86,2.46,3.65,3.05
Sweden,Allsvenskan,2024,27/07/2024,16:30,Goteborg,Brommapojkarna,3,4,A,2.04,3.69,3.66,2.1,3.75,3.71,1.99,3.64,3.52,2.08,3.8,3.75
Sweden,Allsvenskan,2024,27/07/2024,16:30,Malmo FF,Sirius,0,1,A,1.27,6.45,9.75,1.3,6.5,10,1.27,6.03,9.1,1.29,6.8,11.5
Sweden,Allsvenskan,2024,27/07/2024,19:00,Halmstad,Varnamo,1,0,H,3.5,3.21,2.29,3.51,3.4,2.31,3.34,3.2,2.23,3.55,3.35,2.34
Sweden,Allsvenskan,2024,28/07/2024,15:30,Elfsborg,Djurgarden,1,2,A,2.17,3.57,3.42,2.19,3.7,3.42,2.12,3.53,3.27,2.2,3.65,3.55
Sweden,Allsvenskan,2024,28/07/2024,15:30,Hacken,Vasteras SK,4,0,H,1.55,4.95,5.25,1.57,5,5.4,1.53,4.79,4.99,1.57,5.1,5.7
Sweden,Allsvenskan,2024,28/07/2024,15:30,Hammarby,Mjallby,3,0,H,2.11,3.76,3.39,2.17,3.78,3.39,2.1,3.66,3.22,2.2,3.75,3.55
Sweden,Allsvenskan,2024,29/07/2024,18:00,AIK,GAIS,0,1,A,1.93,3.84,3.71,2,3.97,4.15,1.91,3.76,3.69,1.98,4,4
Sweden,Allsvenskan,2024,03/08/2024,14:00,GAIS,Norrkoping,0,1,A,1.76,3.88,4.78,1.8,4.1,4.83,1.75,3.81,4.41,1.81,3.95,4.9
Sweden,Allsvenskan,2024,03/08/2024,14:00,Vasteras SK,AIK,1,2,A,3.06,3.46,2.4,3.1,3.65,2.45,2.85,3.46,2.37,3.05,3.65,2.46
Sweden,Allsvenskan,2024,03/08/2024,16:30,Brommapojkarna,Halmstad,4,1,H,1.54,4.35,6.33,1.56,4.5,6.35,1.53,4.26,5.86,1.58,4.5,6.6
Sweden,Allsvenskan,2024,04/08/2024,13:00,Djurgarden,Goteborg,1,1,D,1.71,4.01,4.9,1.72,4.2,5.6,1.64,3.98,5.02,1.7,4.2,5.6
