Country,League,Season,Date,Time,Home,Away,HG,AG,Res,PSCH,PSCD,PSCA,MaxCH,MaxCD,MaxCA,AvgCH,AvgCD,AvgCA,BFECH,BFECD,BFECA
Argentina,Liga Profesional,2024,03/08/2024,00:00,Newells Old Boys,Estudiantes L.P.,1,4,A,3.08,2.83,2.78,3.15,2.91,3.05,2.87,2.81,2.85,3.05,2.92,3
Argentina,Liga Profesional,2024,03/08/2024,19:00,Godoy Cruz,Argentinos Jrs,1,0,H,1.77,3.44,5.35,1.86,3.45,5.35,1.8,3.27,5.11,1.84,3.45,5.7
Argentina,Liga Profesional,2024,03/08/2024,19:00,Velez Sarsfield,Defensa y Justicia,3,0,H,1.9,3.47,4.42,1.97,3.51,4.75,1.86,3.39,4.4,1.95,3.5,4.7
Argentina,Liga Profesional,2024,03/08/2024,21:15,Talleres Cordoba,Instituto,1,1,D,2.18,3.13,3.85,2.22,3.18,3.95,2.16,3.06,3.69,2.26,3.15,4
Argentina,Liga Profesional,2024,03/08/2024,23:15,Independiente,San Lorenzo,0,0,D,1.88,3.24,4.99,1.99,3.3,5.25,1.86,3.13,4.85,1.95,3.25,5.3
Argentina,Liga Profesional,2024,04/08/2024,00:30,Huracan,Racing Club,0,0,D,4.11,3.2,2.07,5,3.4,2.16,4.08,3.2,2,4.2,3.3,2.14
Argentina,Liga Profesional,2024,04/08/2024,19:00,Sarmiento Junin,Belgrano,0,0,D,2.81,2.81,3.07,2.96,2.85,3.08,2.8,2.76,2.94,2.96,2.86,3.1
Argentina,Liga Profesional,2024,04/08/2024,19:00,Union de Santa Fe,River Plate,0,0,D,3.56,3.19,2.25,3.82,3.21,2.25,3.54,3.14,2.18,3.8,3.3,2.24
Argentina,Liga Profesional,2024,04/08/2024,21:30,Boca Juniors,Barracas Central,1,1,D,1.51,4.06,7.36,1.55,4.1,7.52,1.51,3.97,6.8,1.55,4.3,7.8
Argentina,Liga Profesional,2024,05/08/2024,00:00,Atl. Tucuman,Ind. Rivadavia,2,1,H,1.88,3.03,5.57,1.97,3.17,5.6,1.87,3.01,5.19,1.95,3.15,5.7
Argentina,Liga Profesional,2024,05/08/2024,00:00,Lanus,Tigre,3,2,H,1.82,3.58,4.69,1.92,3.66,4.69,1.83,3.45,4.45,1.89,3.65,4.9
Argentina,Liga Profesional,2024,05/08/2024,18:30,Dep. Riestra,Central Cordoba,1,0,H,2.67,2.99,3.05,2.71,3.01,3.2,2.62,2.94,2.98,2.8,3.05,3.15
Argentina,Liga Profesional,2024,05/08/2024,21:00,Gimnasia L.P.,Rosario Central,0,1,A,2.51,3.02,3.24,2.75,3.1,3.3,2.52,2.96,3.08,2.56,3.05,3.5
Argentina,Liga Profesional,2024,06/08/2024,00:00,Platense,Banfield,0,1,A,2.55,2.71,3.6,2.55,2.8,3.66,2.46,2.72,3.5,2.56,2.86,3.75
Argentina,Liga Profesional,2024,08/08/2024,19:00,Argentinos Jrs,Sarmiento Junin,0,0,D,1.62,3.52,7,1.76,3.59,7,1.67,3.38,6.19,1.68,3.6,7.4
Argentina,Liga Profesional,2024,09/08/2024,19:00,Dep. Riestra,Lanus,3,1,H,4.04,2.94,2.21,4.04,3.18,2.25,3.82,2.94,2.19,4.1,3.05,2.26
Argentina,Liga Profesional,2024,09/08/2024,20:30,Barracas Central,Talleres Cordoba,1,1,D,3.95,3.35,2.05,4,3.38,2.13,3.8,3.27,2.04,4,3.45,2.14
Argentina,Liga Profesional,2024,09/08/2024,23:00,Belgrano,Union de Santa Fe,1,1,D,2.59,2.77,3.35,2.84,2.9,3.51,2.58,2.75,3.25,2.68,2.86,3.55
Argentina,Liga Profesional,2024,10/08/2024,01:00,Racing Club,Gimnasia L.P.,0,1,A,1.67,3.85,5.4,1.72,4,6,1.62,3.84,5.44,1.61,4.3,6.6
Argentina,Liga Profesional,2024,10/08/2024,18:30,San Lorenzo,Atl. Tucuman,0,1,A,2.38,2.89,3.67,2.58,2.89,3.8,2.38,2.79,3.56,2.5,2.92,3.85
Argentina,Liga Profesional,2024,10/08/2024,20:30,Rosario Central,Newells Old Boys,1,0,H,2.36,2.7,4.07,2.46,2.77,4.1,2.34,2.67,3.88,2.44,2.84,4.1
Argentina,Liga Profesional,2024,10/08/2024,22:45,Ind. Rivadavia,Boca Juniors,1,1,D,3.82,2.9,2.31,4.03,3,2.37,3.66,2.87,2.29,3.95,3,2.36
Argentina,Liga Profesional,2024,11/08/2024,00:30,River Plate,Huracan,1,1,D,1.67,3.55,6.18,1.75,3.79,6.3,1.66,3.56,5.6,1.69,3.75,7
Argentina,Liga Profesional,2024,11/08/2024,19:00,Central Cordoba,Defensa y Justicia,2,0,H,2.69,3.13,2.88,2.95,3.2,2.88,2.78,3.09,2.66,2.92,3.25,2.82
Argentina,Liga Profesional,2024,11/08/2024,19:00,Instituto,Platense,2,0,H,1.87,3.09,5.44,2.06,3.24,5.5,1.88,3.03,5.08,1.93,3.1,5.9
Argentina,Liga Profesional,2024,11/08/2024,21:30,Banfield,Velez Sarsfield,2,2,D,3.65,3.03,2.3,3.85,3.1,2.54,3.63,2.99,2.22,3.95,3.1,2.32
Argentina,Liga Profesional,2024,12/08/2024,00:00,Estudiantes L.P.,Independiente,0,2,A,2.07,2.96,4.58,2.15,3.05,4.75,2.03,2.91,4.42,2.1,3.1,4.9
Argentina,Liga Profesional,2024,12/08/2024,23:00,Tigre,Godoy Cruz,0,2,A,2.43,2.87,3.59,2.45,3,3.64,2.38,2.84,3.46,2.52,2.94,3.75
Argentina,Liga Profesional,2024,16/08/2024,23:00,Platense,Barracas Central,0,0,D,1.77,3.27,5.88,1.88,3.29,6,1.75,3.2,5.62,1.81,3.35,6.4
Argentina,Liga Profesional,2024,17/08/2024,01:00,Newells Old Boys,Racing Club,0,1,A,3.37,3.06,2.41,3.47,3.15,2.53,3.26,2.99,2.4,3.5,3.1,2.5
Argentina,Liga Profesional,2024,17/08/2024,19:00,Lanus,Central Cordoba,1,1,D,2.09,3.25,3.94,2.23,3.5,4.5,2.06,3.21,3.8,2.14,3.35,4.2
Argentina,Liga Profesional,2024,17/08/2024,19:30,Independiente,Rosario Central,1,0,H,1.68,3.2,7.5,1.94,3.24,8,1.7,3.08,6.94,1.74,3.3,7.8
Argentina,Liga Profesional,2024,17/08/2024,21:30,Gimnasia L.P.,River Plate,1,1,D,3.52,3.22,2.25,3.7,3.3,2.35,3.38,3.2,2.22,3.7,3.35,2.28
Argentina,Liga Profesional,2024,18/08/2024,00:00,Talleres Cordoba,Ind. Rivadavia,2,1,H,2.08,3.09,4.24,2.11,3.25,4.3,2.05,3.08,4.03,2.12,3.2,4.5
Argentina,Liga Profesional,2024,18/08/2024,00:00,Velez Sarsfield,Instituto,1,0,H,2.05,3.2,4.16,2.15,3.2,4.32,2.03,3.1,4.06,2.1,3.2,4.6
Argentina,Liga Profesional,2024,18/08/2024,18:30,Boca Juniors,San Lorenzo,3,2,H,1.83,3.26,5.34,1.92,3.3,5.34,1.83,3.17,4.97,1.88,3.3,5.8
